No,PERCLOS,MAR_Std
1,0.0468085661243111,0.0183218277045189
2,0.0398762961601805,0.0178575143191742
3,0.0911742627073328,0.0220602647841208
4,0.0539546661190249,0.010663736254417
5,0.2912832842009302,0.0177283544907171
6,0.222915203756399,0.0178932478970312
7,0.3865017843714728,0.0200938276317425
8,0.5226720234914057,0.0184107312851778
9,0.6195216876741773,0.0154145270914366
10,0.2078491156796964,0.01380748264374
11,0.2703493600099925,0.0158040872805296
12,0.3827893174421707,0.0191399511920361
13,0.3270182867675659,0.0106576466085122
14,0.4262896010763946,0.018327109162568
15,0.0827221116359718,0.0131617799581141
16,0.0464504282151653,0.0117273258279592
17,0.1586774453009577,0.0168451555647882
18,0.0466039822862287,0.0150677324146248
19,0.0956856927790686,0.0152593790992897
20,0.391169243413726,0.0161404621766885
21,0.0465633750674266,0.0151888120306511
22,0.3393179533986581,0.013563590674614
23,0.293511698582484,0.019950875687991
24,0.3627085090105297,0.0151879891429119
25,0.1482123624312721,0.0189830320464269
26,0.1036209773775396,0.0159203168407075
27,0.1681941577491326,0.0171236827720889
28,0.0373691487962855,0.0169948773097151
29,0.0912250790994703,0.0111663786041794
30,0.1082143673869564,0.0102459664366726
31,0.0508484424786842,0.0177058224233734
32,0.1473435538729512,0.0169472311418332
33,0.1362941076563633,0.0158487703242159
34,0.2677614211821509,0.0164267570999836
35,0.1022871239703681,0.0169386802913498
36,0.4202345724507181,0.0166837253970853
37,0.2144076017838258,0.0188832084629904
38,0.0409370273043851,0.0216843971479175
39,0.1038941364424003,0.0152541863409603
40,0.0914412169590168,0.0133081323491474
41,0.098865662356805,0.0125929383005622
42,0.0422910167257419,0.0138567949419951
43,0.1397876053313377,0.0208270226146222
44,0.0495563061852319,0.0154202176441795
45,0.1353252592796773,0.0221080769280287
46,0.2503885592219908,0.0157467126826789
47,0.1593009061031663,0.0128798132417643
48,0.2130145031386836,0.0183231067727345
49,0.1430622279010797,0.0169721820324142
50,0.0382466254973106,0.0139242885167641
51,0.0476662706898202,0.0222918635819326
52,0.1454190615019092,0.0180490387647475
53,0.0432421530627422,0.0118887609594726
54,0.5329474763308806,0.0211327169467572
55,0.4080690011741841,0.0191730313821283
56,0.048631788758778,0.022318206750817
57,0.0469270837708829,0.0166298659133834
58,0.0476305788315616,0.0138615619476156
59,0.0455889366807823,0.0190031633336006
60,0.1029784586554054,0.022741161562115
61,0.0461211241029245,0.0187409626481953
62,0.0546336977056013,0.0157831731094891
63,0.051935542810747,0.0177184713557018
64,0.2101888310728826,0.0173843611425984
65,0.0427051523822146,0.0124948249641077
66,0.1041589406909429,0.0214585420237601
67,0.0554648074182655,0.0187641893660567
68,0.0473831389512067,0.0175992192390961
69,0.0506501545648977,0.0244920520848205
70,0.1507617069721155,0.0210258246522609
71,0.047717927882821,0.0255403860158973
72,0.1024394663102827,0.0199732399363632
73,0.0915110481549767,0.022780505649909
74,0.0530764174877542,0.0196930473490851
75,0.0947503567186932,0.0169651890191648
76,0.2682867233080813,0.0120106742309321
77,0.0431278788718598,0.0181222049324977
78,0.0494911463549637,0.022284892052791
79,0.0543926758833552,0.0219012283140659
80,0.0505088140831369,0.0156510302158268
81,0.1488095662389183,0.0179117191149831
82,0.1529614344076465,0.016960520615424
83,0.0489833615546168,0.0178331017566971
84,0.0979263835611794,0.0165280741416373
85,0.0489334249426767,0.0176265984775234
86,0.0478239148639368,0.0167281592827789
87,0.0422413123159484,0.0213776580146868
88,0.193569262925871,0.0146221499695947
89,0.043151864150879,0.0183379679945858
90,0.0388474584457765,0.0172407878948349
91,0.0509590343523751,0.0142273190067371
92,0.0494555964445201,0.0112148059447761
93,0.0475389632848266,0.019182424903688
94,0.0903348985586649,0.0173961306208877
95,0.0517490463858676,0.0201540757286319
