PERCLOS,MAR_Std
0.0498987673077989,0.0150412651906854
0.0420765550820641,0.0144975684090787
0.0729490921842854,0.0207710633109784
0.0680596613946806,0.0140594848412801
0.0671298605717639,0.0177037590888986
0.1235569209222642,0.0133529562571672
0.0737005813018731,0.0140198035561449
0.0445423121638023,0.0131098376606065
0.0987796748313212,0.0098722673830351
0.0169534446028993,0.0118811869659104
0.051551596887736,0.0114523036484049
0.0680681282505355,0.0146691359367546
0.0987395314588546,0.0129691610203798
0.1073796481274576,0.0154665231310746
0.1858021421724623,0.0154556994157005
0.0636369282879426,0.0157512976006208
0.072554620136042,0.0175246216296504
0.0188112044103117,0.0146158553531761
0.0580645640771075,0.0128561664889856
0.0528473938972704,0.0115820014287828
0.0368553696068802,0.0151135081909609
0.0165869213412373,0.0128312614506723
0.0537430530129917,0.0121687948441605
0.0477526951284595,0.0154726979704417
0.0562494803151704,0.0142282362372854
0.0506352907145114,0.0122106281319326
0.0282596305418733,0.0160461404020842
0.0690760238634782,0.0162686534756855
0.0445965286817344,0.0117984303721885
0.1160906207683109,0.0135416424601184
0.0163598579525313,0.013012496597557
0.1876800199178678,0.0165114310856899
0.0514455772840283,0.0146977118452667
0.0339048197620095,0.0103612445158646
0.0382367408921008,0.0115736103900537
0.0466432534193464,0.0182128698785021
0.0601364833096941,0.0157938189486691
0.117647867691064,0.014946289586265
0.0682571391037039,0.0158894613917268
0.0367142493974519,0.0166688941598031
0.0522491174087158,0.014767478746641
0.0345809194329184,0.0168336294129211
0.0355722149933933,0.0131013435623858
0.0342387526824845,0.0159191667005866
0.0351659895368616,0.0127198440246643
0.0541362939345803,0.0182749922105536
0.0666490772242832,0.0131338600618062
0.1068525973082039,0.013198743987713
0.0328888393988358,0.0143270170529691
0.0334846515862172,0.0145869111140198
0.0593296221118005,0.01562769072094
0.03796701851493,0.0135912747991367
0.0566164789116384,0.0185477529321098
0.1211035514828414,0.0128058895649199
0.0561682186414478,0.0092033589016057
0.0410013083069079,0.0183635715842306
0.0190580043394922,0.012838164273521
0.098555616623265,0.0179829115356137
0.0198001535629075,0.0153742577203346
0.0419205824394943,0.0150219115405878
0.0768295834227186,0.0166817557525823
0.0176476440746222,0.0149409203521397
0.0549445807728584,0.0186847820193499
0.054071525558796,0.0120584697414204
0.0549825742323574,0.0186437366963023
0.0524513210068187,0.0172438943526189
0.0662129727849143,0.0189696477725387
0.0604313713454033,0.0177338653199371
0.0630334164299789,0.0154141594521573
0.1475762394952151,0.0133982645398379
0.020979235855516,0.0171393687415552
0.0346834509758731,0.0131672388826684
0.0143790537076557,0.0130228387262269
0.035881523983727,0.015789160521355
0.0185863237640071,0.0189910235693235
0.0500236871528297,0.0176643666112755
0.0482064707993455,0.0145006311991534
0.0736315584625216,0.0164500681610849
0.051892414962577,0.0179244042186115
0.0155048906175628,0.0178725964538312
0.0699208750265255,0.0121246961818176
0.1993582862811574,0.0180869377067914
0.0814296837773812,0.012776318393724
0.0665338147136631,0.019266464895135
0.0667644919633322,0.0142603113570124
0.0931048925995286,0.0210975821512409
0.020302415864546,0.0203608870327007
0.050472338867753,0.0163452018029453
0.0151834771365855,0.016753355733659
0.0779602397041436,0.01811473687031
0.0728933015022088,0.0188690133331127
0.0361766603287896,0.020435151834299
0.0318355487462847,0.0184780629444882
0.034766878430071,0.0207365752358593
0.09093942153644,0.0169771730416857
0.0983246507048163,0.0134655980423867
0.0737229939131396,0.0202927471649432
0.0670990930836611,0.0192783681600736
0.0723311112275255,0.0135824327501225
0.0262449173209102,0.0155262171903159
0.0297035611562453,0.0157746865899604
0.1897940244790582,0.0186591021904206
0.1001800512786284,0.0131102261933428
0.0570091162968813,0.0113721990696183
0.0198491194475229,0.0163344005533377
0.018765190660505,0.01945112752314
0.0171261597227026,0.0175248137884557
0.0170104896026196,0.0109758074921346
0.0486554570517558,0.0161099089218197
0.0683600922368499,0.018539833213122
0.0209779372099774,0.0181004365094154
0.0375348918417948,0.0166353062050138
