Frame,EAR,MAR,PERCLOS
0,0.3480044881870539,0.5135106162431946,0
1,0.36728883679986124,0.44905200726760125,0.0
2,0.41594703296768326,0.44905200726760125,0.0
3,0.3583986520151723,0.5521576303742327,0.0
4,0.3690898075812742,0.32058973436118904,0.0
5,0.3653846153846154,0.39722978473968173,0.0
6,0.39935494684619255,0.5482123905824114,0.0
7,0.38018082212500826,0.5626893131006262,0.0
8,0.39583333333333337,0.43640010877685087,0.0
9,0.34749468760078916,0.6212678125181665,0.0
10,0.39583333333333337,0.42603620657764346,0.0
11,0.4051783212537632,0.6373668038839125,0.0
12,0.3567313672003679,0.49194772333301334,0.0
13,0.35416666666666663,0.4414215005824598,0.0
14,0.41594703296768326,0.3701166050988027,0.0
15,0.3224201070556132,0.38348249442368526,0.0
16,0.36620698220596,0.48455678017570875,0.0
17,0.417283180023999,0.42603620657764346,0.0
18,0.39446602930526486,0.3701166050988027,0.0
19,0.35608369687128283,0.39722978473968173,0.0
20,0.2737103743308862,0.42863717869686796,0.05
21,0.23217595635673127,0.42863717869686796,0.09523809523809523
22,0.25,0.4377151088783493,0.13636363636363635
23,0.2912348864472766,0.39722978473968173,0.17391304347826086
24,0.3145609569444129,0.5032846217222653,0.0
25,0.35128270361252256,0.48910473644632385,0.0
26,0.35416666666666663,0.5109357080268438,0.0
27,0.3254449369237845,0.43640010877685087,0.0
28,0.3586395383093113,0.5032846217222653,0.0
29,0.35614680114550834,0.43640010877685087,0.0
30,0.3816905136000673,0.48455678017570875,0.0
31,0.3205128205128205,0.3701166050988027,0.0
32,0.24956821978060995,0.502055406841543,0.03125
33,0.32307752104652177,0.4287464628562721,0.0
34,0.22916666666666669,0.36882165305836623,0.029411764705882353
35,0.24956821978060995,0.46725590107918075,0.05714285714285714
36,0.3617798947810457,0.5047503069418517,0.0
37,0.3603065263819683,0.3701166050988027,0.0
38,0.3643893156011122,0.42603620657764346,0.0
39,0.33974358974358976,0.42603620657764346,0.0
40,0.3657275826427689,0.5626893131006262,0.0
41,0.3443631902247275,0.3701166050988027,0.0
42,0.35351899633758155,0.38348249442368526,0.0
43,0.38917833193406237,0.4414215005824598,0.0
44,0.32307752104652177,0.3701166050988027,0.0
45,0.355653866240663,0.5500142753744386,0.0
46,0.3605769230769231,0.43640010877685087,0.0
47,0.3124271394468331,0.46505418095346795,0.0
48,0.26430096268380265,0.5015116635981334,0.020833333333333332
49,0.32766892277477533,0.4065806140096771,0.0
50,0.25924375917988884,0.4462959005607101,0.02
51,0.3095995942351004,0.5124083486077613,0.0
52,0.3809566283453162,0.4456501677589384,0.0
53,0.3150647005337013,0.36882165305836623,0.0
54,0.32005966443614076,0.4287464628562721,0.0
55,0.3594194521615732,0.36882165305836623,0.0
56,0.3827464034665722,0.4871577522949333,0.0
57,0.39935494684619255,0.4287464628562721,0.0
