Frame,EAR,MAR,PERCLOS
0,0.2933006925199302,0.3850181422368055,0
1,0.27366083147456177,0.4369384441354927,3.0
2,0.2737706596534996,0.4538572336010173,2.0
3,0.2453534266121245,0.4332493386384875,1.6666666666666667
4,0.2598762215237892,0.40596578750128803,1.5
5,0.2724673591865969,0.31465838776377636,1.4
6,0.3127621256615827,0.4538572336010173,0.0
7,0.28968244722552094,0.37683491319945267,0.14285714285714285
8,0.33531346781217497,0.3644102472742758,0.0
9,0.27512122558659946,0.328896757240136,0.1111111111111111
10,0.26408331166821664,0.3733939969028385,0.2
11,0.27245365096268326,0.35693675371674205,0.2727272727272727
12,0.2529373263201663,0.48910473644632385,0.3333333333333333
13,0.31192429304081326,0.31008683647302115,0.0
14,0.2911629230773783,0.35693675371674205,0.07142857142857142
15,0.28331408089898585,0.41262069741489643,0.13333333333333333
16,0.28291756933189105,0.35693675371674205,0.1875
17,0.2911629230773783,0.454994821285834,0.23529411764705882
18,0.25250554610077625,0.45130249138614487,0.2777777777777778
19,0.2979128142037758,0.3733939969028385,0.3157894736842105
20,0.2704190036791624,0.35693675371674205,0.35
21,0.27245365096268326,0.3733939969028385,0.38095238095238093
22,0.22256057174134666,0.3255764119219941,0.4090909090909091
23,0.2945320296169346,0.34058772731852804,0.43478260869565216
24,0.25250554610077625,0.3255764119219941,0.4583333333333333
25,0.25250554610077625,0.35693675371674205,0.48
26,0.2698978095246549,0.35693675371674205,0.5
27,0.25294900436745116,0.40596578750128803,0.5185185185185185
28,0.2732669160642112,0.40596578750128803,0.5357142857142857
29,0.29460399298683293,0.454994821285834,0.5517241379310345
30,0.2704015531139433,0.35693675371674205,0.5666666666666667
31,0.18243757380424452,0.37029777147198983,0.5806451612903226
32,0.17494730761546595,0.35693675371674205,0.59375
33,0.20655621688302328,0.31008683647302115,0.6060606060606061
34,0.22570373167614394,0.3255764119219941,0.6176470588235294
35,0.23511328267689754,0.40596578750128803,0.6285714285714286
36,0.2642588662472801,0.454994821285834,0.6388888888888888
37,0.28482294708930267,0.35693675371674205,0.6486486486486487
38,0.24307355939923264,0.37029777147198983,0.6578947368421053
39,0.26655431428967064,0.35693675371674205,0.6666666666666666
40,0.2715981851080319,0.40430377003132,0.675
41,0.30399707181048696,0.37029777147198983,0.0
42,0.28241264900109564,0.3486540305625663,0.023809523809523808
43,0.2992263311028074,0.3486540305625663,0.046511627906976744
44,0.30088553971495646,0.34668762264076824,0.0
45,0.2932150209261183,0.32120299907796607,0.022222222222222223
46,0.3049122660070178,0.3908096252279824,0.0
47,0.3153653629502679,0.454994821285834,0.0
48,0.33531346781217497,0.46427389097148347,0.0
49,0.3032459823344289,0.3486540305625663,0.0
50,0.3119670101123631,0.3965453448236238,0.0
51,0.30088553971495646,0.44281320875703706,0.0
52,0.30778960537451033,0.44932608727049245,0.0
53,0.3153653629502679,0.3965453448236238,0.0
54,0.3153653629502679,0.41638257671042594,0.0
55,0.3119962564107116,0.454994821285834,0.0
56,0.33531346781217497,0.41638257671042594,0.0
57,0.32714777156222674,0.3486540305625663,0.0
58,0.3032459823344289,0.44281320875703706,0.0
59,0.2937187645154067,0.3535533905932738,0.01694915254237288
60,0.30088553971495646,0.38369548110737794,0.0
61,0.30088553971495646,0.4444366590846814,0.0
62,0.33531346781217497,0.3965453448236238,0.0
63,0.3153653629502679,0.38369548110737794,0.0
64,0.3333333333333333,0.42035889114829644,0.0
65,0.3032459823344289,0.3965453448236238,0.0
66,0.3119962564107116,0.3965453448236238,0.0
67,0.2771514442403409,0.48910473644632385,0.014925373134328358
68,0.35359095970747995,0.454994821285834,0.0
69,0.3249848075893145,0.39492189449597953,0.0
70,0.3160370548664716,0.39492189449597953,0.0
71,0.32518186879838906,0.3965453448236238,0.0
72,0.3003098327557697,0.40596578750128803,0.0
73,0.3119962564107116,0.4753033120294417,0.0
74,0.3119962564107116,0.460512011675954,0.0
75,0.3153653629502679,0.453332803815866,0.0
76,0.29265642862269725,0.35693675371674205,0.013157894736842105
77,0.3153653629502679,0.39481939281293726,0.0
78,0.30088553971495646,0.44474569020986027,0.0
79,0.3153653629502679,0.35693675371674205,0.0
80,0.33531346781217497,0.4759220852097362,0.0
81,0.33275762637414663,0.36915601691964706,0.0
82,0.33531346781217497,0.282842712474619,0.0
83,0.3150647005337013,0.3486540305625663,0.0
84,0.3199371135536338,0.3631068389568458,0.0
85,0.31192429304081326,0.3965453448236238,0.0
86,0.28005220638162315,0.37782664475138855,0.011627906976744186
87,0.27994497435942955,0.4444366590846814,0.022988505747126436
88,0.3333333333333333,0.454994821285834,0.0
89,0.319483957476954,0.35693675371674205,0.0
90,0.3153653629502679,0.41262069741489643,0.0
91,0.29917574359019883,0.3647293831538389,0.01098901098901099
92,0.2979128142037758,0.3486540305625663,0.021739130434782608
93,0.3119962564107116,0.44281320875703706,0.0
94,0.33531346781217497,0.40596578750128803,0.0
95,0.3179300634839692,0.39571665642531423,0.0
96,0.3160370548664716,0.32126470265858953,0.0
97,0.30496755830912115,0.40596578750128803,0.0
98,0.3125,0.39492189449597953,0.0
99,0.3125,0.4444366590846814,0.0
100,0.3179300634839692,0.34668762264076824,0.0
101,0.3333333333333333,0.3965453448236238,0.0
102,0.33531346781217497,0.43640010877685087,0.0
103,0.3333333333333333,0.41262069741489643,0.0
104,0.33531346781217497,0.41262069741489643,0.0
105,0.3333333333333333,0.3647293831538389,0.0
106,0.3333333333333333,0.5049661969367698,0.0
107,0.3153653629502679,0.3647293831538389,0.0
108,0.3028656741937981,0.502361837600412,0.0
109,0.33531346781217497,0.3733939969028385,0.0
110,0.3119962564107116,0.39492189449597953,0.0
111,0.2911629230773783,0.3486540305625663,0.009009009009009009
112,0.30088553971495646,0.3486540305625663,0.0
113,0.30399707181048696,0.35693675371674205,0.0
114,0.2900478641519183,0.40430377003132,0.008771929824561403
115,0.33275762637414663,0.3486540305625663,0.0
116,0.31192429304081326,0.40430377003132,0.0
117,0.33787816834587625,0.39492189449597953,0.0
118,0.30399707181048696,0.40430377003132,0.0
119,0.33275762637414663,0.40430377003132,0.0
120,0.30088553971495646,0.39481939281293726,0.0
121,0.30384675181575255,0.35693675371674205,0.0
122,0.34790914152566177,0.40430377003132,0.0
123,0.33275762637414663,0.3965453448236238,0.0
124,0.30128205128205127,0.3965453448236238,0.0
125,0.34790914152566177,0.40596578750128803,0.0
126,0.30088553971495646,0.35693675371674205,0.0
127,0.2737103743308862,0.35693675371674205,0.007874015748031496
128,0.33803175154159837,0.3965453448236238,0.0
129,0.3224201070556132,0.44281320875703706,0.0
130,0.3224201070556132,0.46427389097148347,0.0
131,0.30399707181048696,0.3486540305625663,0.0
132,0.2852780119513635,0.49070452301809464,0.007575757575757576
133,0.2937276236110795,0.46793328206900686,0.015037593984962405
134,0.2704015531139433,0.5105417549048966,0.022388059701492536
135,0.23478577476522958,0.5105417549048966,0.02962962962962963
136,0.2434255329139468,0.49070452301809464,0.03676470588235294
137,0.24956821978060995,0.44281320875703706,0.043795620437956206
138,0.2933006925199302,0.44281320875703706,0.050724637681159424
139,0.3032459823344289,0.39492189449597953,0.0
140,0.29663547789417577,0.454994821285834,0.007142857142857143
141,0.33531346781217497,0.3486540305625663,0.0
142,0.29460399298683293,0.46427389097148347,0.007042253521126761
143,0.29460399298683293,0.3486540305625663,0.013986013986013986
144,0.3302162156852164,0.3486540305625663,0.0
145,0.3119962564107116,0.35693675371674205,0.0
146,0.3358980338670346,0.3486540305625663,0.0
147,0.3051174222971998,0.35693675371674205,0.0
148,0.33787816834587625,0.39492189449597953,0.0
149,0.3179300634839692,0.39492189449597953,0.0
150,0.3510495490185498,0.3486540305625663,0.0
151,0.3504649829636901,0.3965453448236238,0.0
152,0.3462171691235391,0.38369548110737794,0.0
153,0.33275762637414663,0.40430377003132,0.0
154,0.34790914152566177,0.3965453448236238,0.0
155,0.32714777156222674,0.35693675371674205,0.0
156,0.3333333333333333,0.3486540305625663,0.0
157,0.33275762637414663,0.3486540305625663,0.0
158,0.28846153846153844,0.35693675371674205,0.006329113924050633
159,0.3191485869620021,0.35693675371674205,0.0
160,0.30399707181048696,0.35693675371674205,0.0
161,0.3125,0.35693675371674205,0.0
162,0.3224201070556132,0.39492189449597953,0.0
163,0.321063737770263,0.3486540305625663,0.0
164,0.3305168781017831,0.3965453448236238,0.0
165,0.27196361559730853,0.39492189449597953,0.006060606060606061
166,0.3504649829636901,0.3486540305625663,0.0
167,0.33531346781217497,0.39492189449597953,0.0
168,0.30442049883495403,0.39492189449597953,0.0
169,0.3353223269078479,0.40430377003132,0.0
170,0.3171167983824412,0.40430377003132,0.0
171,0.33531346781217497,0.40596578750128803,0.0
172,0.3504649829636901,0.3486540305625663,0.0
173,0.32566729571036945,0.39492189449597953,0.0
174,0.31005972356957046,0.40430377003132,0.0
175,0.32714777156222674,0.39492189449597953,0.0
176,0.33275762637414663,0.3486540305625663,0.0
177,0.33275762637414663,0.40430377003132,0.0
178,0.3507069966533359,0.3733939969028385,0.0
179,0.32900208108461504,0.3486540305625663,0.0
180,0.3224201070556132,0.3486540305625663,0.0
181,0.3249848075893145,0.35693675371674205,0.0
182,0.34790914152566177,0.3965453448236238,0.0
183,0.33275762637414663,0.3486540305625663,0.0
184,0.34790914152566177,0.40430377003132,0.0
185,0.3153653629502679,0.40430377003132,0.0
186,0.3224201070556132,0.40430377003132,0.0
187,0.36847389394522445,0.35693675371674205,0.0
188,0.34790914152566177,0.35693675371674205,0.0
189,0.3145609569444129,0.40430377003132,0.0
190,0.30399707181048696,0.35693675371674205,0.0
191,0.33275762637414663,0.40430377003132,0.0
192,0.2996794871794872,0.40430377003132,0.005208333333333333
193,0.3333333333333333,0.35693675371674205,0.0
194,0.34790914152566177,0.3486540305625663,0.0
195,0.3353223269078479,0.3965453448236238,0.0
196,0.33275762637414663,0.3486540305625663,0.0
197,0.30399707181048696,0.35693675371674205,0.0
198,0.33531346781217497,0.40596578750128803,0.0
199,0.33275762637414663,0.3486540305625663,0.0
200,0.3321819194149599,0.3486540305625663,0.0
201,0.3153653629502679,0.3486540305625663,0.0
202,0.33787816834587625,0.39492189449597953,0.0
203,0.33275762637414663,0.39492189449597953,0.0
204,0.3119962564107116,0.44474569020986027,0.0
205,0.35622957319984966,0.4444366590846814,0.0
206,0.31455209784873994,0.3965453448236238,0.0
207,0.3119962564107116,0.3733939969028385,0.0
208,0.34790914152566177,0.4444366590846814,0.0
209,0.3353223269078479,0.41638257671042594,0.0
210,0.3656760388175504,0.3965453448236238,0.0
211,0.3305168781017831,0.460512011675954,0.0
212,0.35359095970747995,0.3486540305625663,0.0
213,0.3119962564107116,0.3965453448236238,0.0
214,0.3051174222971998,0.40430377003132,0.0
215,0.3153653629502679,0.3812713052860986,0.0
216,0.3119962564107116,0.4444366590846814,0.0
217,0.3119962564107116,0.3965453448236238,0.0
218,0.3119962564107116,0.38369548110737794,0.0
219,0.3321819194149599,0.3965453448236238,0.0
220,0.3153653629502679,0.3965453448236238,0.0
221,0.3119962564107116,0.3486540305625663,0.0
222,0.3125,0.35693675371674205,0.0
223,0.3119962564107116,0.44281320875703706,0.0
224,0.33787816834587625,0.3486540305625663,0.0
225,0.3125,0.3486540305625663,0.0
226,0.32714777156222674,0.4444366590846814,0.0
227,0.3358980338670346,0.46427389097148347,0.0
228,0.33473776085298823,0.39492189449597953,0.0
229,0.3119962564107116,0.4444366590846814,0.0
230,0.33275762637414663,0.46427389097148347,0.0
231,0.355653866240663,0.45409111362921617,0.0
232,0.35351899633758155,0.48910473644632385,0.0
